original_title,popularity,revenue,release_date,runtime,vote_average,vote_count,budget,genres
Woman in Gold,11.61,61619773.0,2015.3333333333333,120.0,7.3,454.0,11000000.0,['Drama']
Sole Survivor,0.041923,0.0,1984.0,85.0,7.3,7.0,350000.0,"['Horror', 'Thriller']"
"Guten Tag, Ramón",3.471168,0.0,2013.8333333333333,119.0,8.1,18.0,4000000.0,['Drama']
Viva la libertà,2.513078,48125.0,2013.1666666666667,94.0,7.2,42.0,5000000.0,['Drama']
Loin des hommes,3.790687,0.0,2014.6666666666667,110.0,6.6,43.0,7700000.0,"['Drama', 'War']"
The Bitter Buddha,0.849106,0.0,2012.5,92.0,8.0,5.0,250000.0,['Documentary']
명량,5.062756,112156811.0,2014.5833333333333,126.0,7.0,62.0,9500000.0,"['Adventure', 'War']"
The Longest Ride,10.264416,63013281.0,2015.3333333333333,128.0,7.3,1083.0,34000000.0,"['Drama', 'Romance']"
Antarctica: A Year on Ice,3.146793,0.0,2013.75,92.0,7.2,31.0,1000000.0,"['Drama', 'Adventure', 'Documentary']"
The Age of Adaline,10.542026,65663276.0,2015.3333333333333,112.0,7.4,2052.0,25000000.0,"['Fantasy', 'Drama', 'Romance']"
Danny Collins,16.903373,10835752.0,2015.25,107.0,6.6,187.0,10000000.0,"['Comedy', 'Drama', 'Music']"
เปนชู้กับผี,0.502636,0.0,2006.9166666666667,100.0,6.8,10.0,2000000.0,"['Drama', 'Horror', 'Mystery', 'Foreign']"
Risttuules,1.164299,0.0,2014.25,86.0,7.5,14.0,650000.0,"['History', 'War']"
The Vagrant,3.47694,0.0,1992.4166666666667,91.0,7.0,16.0,9500000.0,"['Comedy', 'Horror', 'Thriller']"
Róża,0.999947,0.0,2011.5,90.0,7.2,12.0,1365068.0,"['Drama', 'History', 'War']"
회사원,6.261686,7339398.0,2012.8333333333333,96.0,6.6,52.0,3500000.0,"['Drama', 'Action']"
La Famille Bélier,7.943506,0.0,2015.0,105.0,7.0,789.0,11000000.0,"['Comedy', 'Drama', 'Music']"
Ethos,0.524436,0.0,2011.0833333333333,72.0,7.1,4.0,500000.0,['Documentary']
Piku,2.942711,22159216.0,2015.4166666666667,123.0,6.8,44.0,5500000.0,"['Drama', 'Comedy']"
Black Angel,0.044464,0.0,1980.4166666666667,25.0,7.1,7.0,25000.0,"['Drama', 'Fantasy']"
Luokkakokous,1.1503,0.0,2015.1666666666667,88.0,6.9,8.0,1432960.0,['Comedy']
Pitch Perfect 2,15.862632,287506194.0,2015.4166666666667,115.0,6.8,1997.0,29000000.0,"['Comedy', 'Music']"
Carol,8.364201,40272135.0,2015.9166666666667,118.0,7.3,1014.0,11800000.0,"['Romance', 'Drama']"
The Lobster,11.223033,15656193.0,2015.8333333333333,118.0,6.7,1340.0,4000000.0,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']"
День радио,0.95369,0.0,2008.25,100.0,8.3,18.0,4000000.0,['Comedy']
The Martian,25.62993,630161890.0,2015.75,141.0,7.6,7442.0,108000000.0,"['Drama', 'Adventure', 'Science Fiction']"
Kung Fury,7.741143,0.0,2015.4166666666667,31.0,7.6,762.0,630019.0,"['Action', 'Comedy', 'Science Fiction', 'Fantasy']"
बदलापुर,1.493061,11480000.0,2015.1666666666667,128.0,6.8,30.0,3700000.0,"['Crime', 'Mystery', 'Thriller']"
Youth,8.717661,2000000.0,2015.4166666666667,118.0,6.7,625.0,13360000.0,"['Comedy', 'Drama']"
Wake Up Sid,1.710257,11000000.0,2009.8333333333333,138.0,6.8,32.0,3000000.0,"['Drama', 'Comedy', 'Romance', 'Foreign']"
Lakshya,1.608795,0.0,2004.5,186.0,6.7,29.0,483719.0,"['Action', 'Drama', 'Foreign', 'Romance', 'War']"
Rangeela,0.709452,14000000.0,1995.0833333333333,175.0,7.1,12.0,2800000.0,"['Drama', 'Romance']"
Sarkar,2.004745,5900000.0,2005.5833333333333,123.0,6.9,17.0,1900000.0,"['Crime', 'Action', 'Drama']"
Spy,13.257467,235666219.0,2015.4166666666667,120.0,6.9,2590.0,65000000.0,"['Action', 'Comedy', 'Crime']"
From a Whisper to a Scream,1.392022,1400000.0,1987.75,99.0,6.8,15.0,1100000.0,"['Comedy', 'Horror']"
புதுப்பேட்டை,0.056489,0.0,2006.4166666666667,170.0,8.0,1.0,4000000.0,[]
Inside Out,23.985587,857611174.0,2015.5,94.0,7.9,6737.0,175000000.0,"['Drama', 'Comedy', 'Animation', 'Family']"
The Hunger Games: Mockingjay - Part 2,26.628178,653428261.0,2015.9166666666667,137.0,6.6,4117.0,160000000.0,"['Action', 'Adventure', 'Science Fiction']"
Max,7.987747,43967255.0,2015.5,111.0,6.8,282.0,20000000.0,"['Adventure', 'Drama', 'Family']"
Fantastic Beasts and Where to Find Them,41.051421,809342332.0,2016.9166666666667,133.0,7.2,5612.0,180000000.0,"['Adventure', 'Family', 'Fantasy']"
Madras Cafe,2.39989,6500000.0,2013.6666666666667,130.0,6.9,32.0,5400000.0,['Thriller']
아치와 씨팍,0.53886,0.0,2006.5,90.0,6.7,14.0,3500000.0,"['Action', 'Animation', 'Horror']"
The Skeleton Dance,1.310476,0.0,1929.6666666666667,6.0,7.3,29.0,5485.0,['Animation']
A.C.A.B.: All Cops Are Bastards,8.842243,0.0,2012.0833333333333,112.0,6.7,163.0,5000000.0,"['Action', 'Drama', 'Crime']"
Gabbar Is Back,1.812728,41000000.0,2015.4166666666667,128.0,7.0,33.0,11000000.0,"['Drama', 'Action']"
Little Boy,11.946728,6485961.0,2015.3333333333333,106.0,7.0,190.0,20000000.0,"['Comedy', 'Drama', 'War']"
Star Trek Beyond,20.659284,343471816.0,2016.5833333333333,122.0,6.6,2636.0,185000000.0,"['Action', 'Adventure', 'Science Fiction']"
Rockstar,2.009033,19660000.0,2011.9166666666667,159.0,7.4,45.0,10920000.0,"['Drama', 'Music', 'Romance']"
Zohi Sdom,0.63535,5850000.0,2010.6666666666667,88.0,7.5,10.0,2745000.0,"['Comedy', 'History']"
Che strano chiamarsi Federico,1.23031,0.0,2013.75,90.0,7.4,7.0,96.0,['Documentary']
Kaminey,2.089842,18130000.0,2009.6666666666667,135.0,7.2,26.0,9000000.0,"['Action', 'Crime', 'Drama']"
The Good Dinosaur,12.319595,331926147.0,2015.9166666666667,93.0,6.6,1782.0,175000000.0,"['Adventure', 'Animation', 'Family']"
Three Little Pigs,3.969019,0.0,1933.4166666666667,8.0,6.8,75.0,15719.0,['Animation']
Mickey's Christmas Carol,11.742804,21000000.0,1983.8333333333333,26.0,7.6,167.0,3000000.0,"['Family', 'Animation']"
Steve Jobs,16.224866,34441873.0,2015.8333333333333,122.0,6.8,1608.0,30000000.0,"['Drama', 'History']"
Along the Roadside,0.302165,0.0,2013.1666666666667,118.0,7.7,3.0,250.0,"['Romance', 'Comedy', 'Music']"
Time Pass,0.110029,0.0,2014.0833333333333,143.0,10.0,1.0,200.0,"['Romance', 'Comedy']"
Once Upon a Time in Mumbaai,1.147502,0.0,2010.5833333333333,135.0,6.8,21.0,10.0,"['Drama', 'Thriller', 'Crime']"
Druid Peak,0.690307,0.0,2014.25,111.0,7.5,3.0,114000.0,"['Adventure', 'Drama']"
The Mother Of Invention,0.367293,0.0,2010.5,105.0,10.0,1.0,60000.0,['Comedy']
"Cherry, Harry & Raquel!",1.164316,0.0,1970.3333333333333,71.0,7.1,7.0,90000.0,"['Action', 'Comedy']"
Babai,0.431364,0.0,2015.5,104.0,7.0,2.0,2137000.0,['Drama']
The Jungle Book,17.432758,966550600.0,2016.3333333333333,106.0,6.7,2977.0,175000000.0,"['Family', 'Adventure', 'Drama', 'Fantasy']"
ドラゴンボールZ 復活の「F」,11.350372,61768190.0,2015.3333333333333,93.0,6.8,377.0,5000000.0,"['Action', 'Adventure', 'Animation', 'Fantasy']"
The Man from U.N.C.L.E.,14.656875,108145109.0,2015.6666666666667,116.0,7.1,2306.0,75000000.0,"['Comedy', 'Action', 'Adventure']"
The Walk,9.425787,61181942.0,2015.75,123.0,6.9,1151.0,35000000.0,"['Adventure', 'Drama', 'Thriller']"
13 Hours: The Secret Soldiers of Benghazi,18.022579,69411370.0,2016.0833333333333,144.0,7.0,963.0,50000000.0,"['Action', 'Drama', 'History', 'Thriller', 'War']"
ஆளவந்தான்,0.208012,0.0,2001.9166666666667,178.0,7.5,4.0,300000.0,"['Action', 'Thriller']"
Smetto quando voglio,6.592949,0.0,2014.1666666666667,100.0,7.4,327.0,2000000.0,['Comedy']
Bella addormentata,3.616134,0.0,2012.75,115.0,6.7,16.0,5700000.0,['Drama']
Mustang,6.49255,250000.0,2015.5,97.0,8.0,378.0,1300000.0,['Drama']
Soodhu Kavvum,1.217786,12000000.0,2013.4166666666667,138.0,7.0,11.0,310000.0,"['Comedy', 'Thriller']"
42 One Dream Rush,1.672234,0.0,2010.75,45.0,7.8,6.0,1000000.0,['Fantasy']
Bajrangi Bhaijaan,6.31224,98000000.0,2015.5833333333333,163.0,7.7,165.0,14000000.0,"['Adventure', 'Comedy', 'Drama']"
The Revenant,23.501228,532950503.0,2016.0,156.0,7.3,6558.0,135000000.0,"['Drama', 'Adventure', 'Thriller']"
One Minute Time Machine,1.783273,0.0,2014.25,6.0,8.2,17.0,1000.0,"['Mystery', 'Comedy', 'Romance']"
Camp Belvidere,0.679885,0.0,2014.0833333333333,38.0,8.0,3.0,15000.0,"['Romance', 'Drama']"
The Dynamiter,0.907111,0.0,2011.8333333333333,73.0,6.6,13.0,250000.0,['Drama']
Baahubali: The Beginning,11.80967,100000000.0,2015.5833333333333,159.0,7.5,138.0,40000000.0,"['Action', 'Adventure', 'History', 'War']"
Southpaw,12.370126,91709827.0,2015.5,123.0,7.3,2112.0,30000000.0,"['Action', 'Drama']"
Sicario,19.511221,84025816.0,2015.75,121.0,7.2,2465.0,30000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Best of Enemies,3.141893,0.0,2015.5833333333333,87.0,7.2,61.0,1000000.0,"['Documentary', 'History']"
Anomalisa,10.428421,5659286.0,2016.0,90.0,6.9,472.0,8000000.0,"['Animation', 'Comedy', 'Drama', 'Romance']"
Colonia,10.156891,3621046.0,2016.1666666666667,120.0,7.4,566.0,14000000.0,"['Drama', 'Romance', 'History']"
The Intern,15.651705,194564672.0,2015.75,121.0,7.1,1926.0,35000000.0,['Comedy']
സ്വയംവരം,0.063531,0.0,1972.9166666666667,131.0,8.0,1.0,39000.0,['Drama']
Room,12.443291,35401758.0,2015.8333333333333,117.0,8.1,2838.0,6000000.0,"['Drama', 'Thriller']"
The Gift,8.585856,58978653.0,2015.5833333333333,108.0,6.7,1077.0,5000000.0,"['Thriller', 'Mystery']"
"Mary Is Happy, Mary Is Happy.",0.342009,0.0,2013.75,127.0,7.3,7.0,170000.0,['Drama']
Zaytoun,3.549738,42330.0,2012.8333333333333,107.0,6.6,16.0,8000000.0,"['Drama', 'War', 'Adventure', 'Thriller']"
Битва за Севастополь,5.603565,0.0,2015.3333333333333,110.0,7.3,91.0,5000000.0,"['Drama', 'Romance', 'War']"
Dragon Nest: Warriors' Dawn,3.028163,0.0,2014.4166666666667,88.0,6.8,19.0,40000000.0,"['Adventure', 'Family', 'Fantasy', 'Animation']"
No Escape,14.13262,54418872.0,2015.6666666666667,103.0,6.7,798.0,5000000.0,"['Action', 'Thriller']"
Straight Outta Compton,21.183077,201634991.0,2015.6666666666667,147.0,7.7,1381.0,28000000.0,"['Drama', 'Music']"
Kano,1.050606,0.0,2014.1666666666667,185.0,7.1,11.0,7.0,"['Drama', 'History']"
看見台灣,0.708974,0.0,2013.9166666666667,93.0,6.9,4.0,3400000.0,['Documentary']
Tangerine,4.832631,702354.0,2015.5833333333333,87.0,6.9,166.0,100000.0,"['Comedy', 'Drama']"
La vie moderne,0.400281,0.0,2008.8333333333333,88.0,9.3,4.0,88.0,['Documentary']
Sholem Aleichem: Laughing In The Darkness,0.086226,845188.0,2012.1666666666667,93.0,7.0,2.0,500000.0,['Documentary']
Manjhi The Mountain Man,0.925847,0.0,2015.6666666666667,121.0,6.8,16.0,1230000.0,['Drama']
The Angrez,0.34064,300000.0,2006.5,110.0,6.9,6.0,50000.0,['Comedy']
Suffragette,8.093442,16002420.0,2015.8333333333333,106.0,7.1,440.0,14000000.0,"['Drama', 'History']"
War Room,5.384163,67790117.0,2015.6666666666667,120.0,6.9,92.0,3000000.0,['Drama']
Legend,11.187833,42972994.0,2015.75,131.0,6.7,994.0,25000000.0,"['Crime', 'Thriller']"
The Danish Girl,11.245661,64191523.0,2015.9166666666667,120.0,7.4,1689.0,15000000.0,['Drama']
Børning,1.109389,0.0,2014.6666666666667,93.0,7.1,16.0,4000000.0,"['Action', 'Comedy']"
Green Room,8.4702,3220371.0,2016.3333333333333,95.0,6.7,696.0,5000000.0,"['Horror', 'Crime', 'Thriller']"
Beasts of No Nation,11.732546,9077700.0,2015.75,137.0,7.6,476.0,6000000.0,"['Drama', 'War']"
Zid,0.195677,1268395.0,2014.9166666666667,128.0,7.5,2.0,1556288.0,"['Thriller', 'Romance']"
도가니,4.385574,31500000.0,2011.75,125.0,8.0,88.0,2200000.0,['Drama']
Demolition,6.925667,1978592.0,2016.3333333333333,101.0,6.6,661.0,10000000.0,"['Comedy', 'Drama']"
刺客聶隱娘,6.294815,632542.0,2015.6666666666667,105.0,6.6,158.0,15000000.0,"['Action', 'Drama', 'History']"
Everest,10.758754,203427584.0,2015.75,121.0,6.7,1805.0,55000000.0,"['Adventure', 'Drama']"
Spotlight,14.63239,88346473.0,2015.9166666666667,128.0,7.8,2751.0,20000000.0,"['Drama', 'Thriller', 'History']"
Saul fia,6.403937,1777043.0,2015.5,107.0,7.1,285.0,1000000.0,"['War', 'Drama', 'Thriller']"
Pawn Sacrifice,7.399209,5578519.0,2015.75,115.0,6.7,272.0,19000000.0,"['Thriller', 'Drama']"
Sriracha,0.387837,0.0,2013.9166666666667,30.0,7.1,10.0,20000.0,['Documentary']
Lootera,1.296259,4300000.0,2013.3333333333333,136.0,6.6,27.0,4100000.0,"['Drama', 'Romance']"
Full Out,2.607667,0.0,2015.75,94.0,7.1,40.0,1500000.0,"['History', 'Drama', 'Family']"
ബാംഗ്ലൂർ ഡെയ്സ്,0.955596,1300000.0,2014.4166666666667,172.0,7.4,19.0,7400000.0,"['Drama', 'Family', 'Romance']"
ഓം ശാന്തി ഓശാന,0.633359,1500000.0,2014.1666666666667,130.0,6.9,8.0,220000.0,"['Comedy', 'Romance']"
அலைபாயுதே,0.570021,6000000.0,2000.3333333333333,156.0,6.7,6.0,2000000.0,"['Romance', 'Drama']"
Vaaranam Aayiram,0.505589,14000000.0,2008.9166666666667,169.0,7.5,13.0,3000000.0,"['Drama', 'Comedy', 'Thriller', 'Romance']"
リトルウィッチアカデミア,4.767058,0.0,2013.25,26.0,7.1,62.0,480000.0,"['Action', 'Animation', 'Comedy', 'Fantasy']"
Idealisten,1.756551,0.0,2015.3333333333333,114.0,7.6,9.0,2907868.0,['Thriller']
Hotel Transylvania 2,11.760218,473226958.0,2015.75,89.0,6.7,1528.0,80000000.0,"['Animation', 'Comedy', 'Family']"
ഗോഡ്ഫാദർ,0.646227,700000.0,1991.25,150.0,6.9,4.0,18000.0,"['Comedy', 'Romance']"
Freeheld,4.955317,573335.0,2015.8333333333333,103.0,7.1,168.0,7000000.0,"['Romance', 'Drama']"
The Little Prince,11.376954,97571250.0,2015.5833333333333,92.0,7.6,771.0,64000000.0,"['Adventure', 'Animation', 'Fantasy']"
Food Chains,1.254662,0.0,2014.3333333333333,83.0,7.4,8.0,913000.0,['Documentary']
The Cut,4.465481,0.0,2014.8333333333333,138.0,6.6,24.0,16000000.0,"['History', 'Drama']"
Wonder Woman,294.337037,820580447.0,2017.4166666666667,141.0,7.2,5025.0,149000000.0,"['Action', 'Adventure', 'Fantasy']"
Silence,14.16938,23737523.0,2017.0,161.0,7.0,754.0,46000000.0,"['Drama', 'History']"
Bridge of Spies,13.707888,165478348.0,2015.8333333333333,141.0,7.2,2633.0,40000000.0,"['Thriller', 'Drama']"
The Italian Key,0.05983,0.0,2011.4166666666667,92.0,10.0,1.0,1800000.0,[]
Er ist wieder da,6.704659,25513752.0,2015.8333333333333,116.0,6.8,462.0,3196621.0,['Comedy']
TimeScapes,1.066979,0.0,2012.5,52.0,7.4,10.0,350000.0,['Documentary']
La Tête haute,4.206655,26144.0,2015.4166666666667,119.0,7.3,149.0,5000000.0,['Drama']
Bicycle Dreams,0.596722,0.0,2009.3333333333333,108.0,7.0,3.0,300000.0,[]
빅매치,1.472591,0.0,2014.9166666666667,112.0,6.9,10.0,500.0,"['Comedy', 'Action', 'Thriller']"
Runaway,0.80693,0.0,2005.3333333333333,80.0,6.8,10.0,2000000.0,"['Drama', 'Thriller']"
Fakta Ladh Mhana,0.223797,0.0,2011.6666666666667,145.0,8.3,3.0,10.0,[]
Confessions of a Dangerous Mind,7.645827,33013805.0,2003.0,113.0,6.6,281.0,30000000.0,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Poslednyaya skazka Rity,0.560685,486937.0,2012.9166666666667,100.0,7.4,8.0,200000.0,[]
ஐ,1.878496,0.0,2015.0833333333333,170.0,6.8,27.0,16000000.0,"['Thriller', 'Action', 'Romance']"
博士の愛した数式,0.216996,0.0,2006.0833333333333,117.0,6.8,6.0,5000000.0,"['Drama', 'Family', 'Romance']"
Aferim!,2.214179,105097.0,2015.0833333333333,108.0,7.5,28.0,1379375.0,"['Drama', 'History']"
1944.0,6.95773,0.0,2015.1666666666667,100.0,6.8,32.0,2000000.0,"['War', 'Drama']"
Bone Tomahawk,10.480166,0.0,2015.8333333333333,132.0,6.6,511.0,1800000.0,"['Horror', 'Adventure', 'Drama']"
Pyaar Ka Punchnama 2,1.123052,0.0,2015.8333333333333,159.0,7.7,14.0,1.0,"['Romance', 'Comedy', 'Drama']"
Suburra,9.391527,0.0,2015.8333333333333,130.0,7.4,296.0,7000000.0,"['Crime', 'Drama', 'Thriller']"
David,2.404939,0.0,1997.25,190.0,8.2,11.0,15000000.0,"['Drama', 'History']"
Fathers and Daughters,6.758038,0.0,2015.8333333333333,116.0,7.2,262.0,2240000.0,['Drama']
The Dressmaker,7.95686,18340000.0,2015.8333333333333,118.0,6.9,419.0,11930000.0,['Drama']
Flowers and Trees,0.953016,0.0,1932.5833333333333,8.0,6.9,16.0,15887.0,['Animation']
Three Orphan Kittens,0.749343,0.0,1935.8333333333333,9.0,6.8,12.0,25771.0,['Animation']
Who Killed Cock Robin?,0.430847,0.0,1935.5,8.0,7.3,5.0,27715.0,['Animation']
Trumbo,7.358726,8235661.0,2015.8333333333333,124.0,7.3,507.0,15000000.0,['Drama']
Gasherbrum - Der leuchtende Berg,0.798546,0.0,1985.25,45.0,7.5,6.0,62500.0,['Documentary']
Concussion,7.739783,50363790.0,2015.9166666666667,123.0,7.0,844.0,35000000.0,['Drama']
Shikshanachya Aaicha Gho,0.043519,520000.0,2010.0833333333333,0.0,8.0,1.0,380000.0,['Comedy']
जाने भी दो यारों,1.403423,0.0,1983.6666666666667,132.0,7.4,14.0,14000.0,['Comedy']
Dil To Pagal Hai,2.161941,11000000.0,1997.8333333333333,179.0,6.6,41.0,1300000.0,"['Drama', 'Romance', 'Comedy']"
Creed,33.449723,173567581.0,2015.9166666666667,133.0,7.3,1963.0,37000000.0,['Drama']
Pod Mocnym Aniołem,0.683212,0.0,2014.0833333333333,95.0,6.9,8.0,2100000.0,['Drama']
ஜிகர்தண்டா,0.46122,0.0,2014.6666666666667,170.0,7.3,11.0,1600000.0,"['Action', 'Drama', 'Thriller']"
Louder Than Bombs,12.293202,161789.0,2015.4166666666667,109.0,6.7,93.0,11000000.0,['Drama']
CounterForce,1.092346,0.0,1999.0,90.0,6.8,4.0,7000000.0,"['Action', 'Thriller']"
Salomé,0.075235,0.0,1923.1666666666667,74.0,7.0,2.0,350000.0,"['Drama', 'Fantasy', 'Horror']"
Miasto 44,4.277554,0.0,2014.75,130.0,6.8,63.0,6700000.0,"['Drama', 'Romance', 'History', 'War']"
कट्यार काळजात घुसली,0.446454,4400000.0,2015.9166666666667,162.0,9.0,2.0,1500000.0,['Music']
मैरी कोम,1.416035,15536328.0,2014.75,122.0,7.0,29.0,224056.0,['Drama']
Falling Overnight,0.372805,0.0,2011.9166666666667,86.0,6.7,6.0,50000.0,"['Drama', 'Romance']"
Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,0.043532,0.0,2012.5,89.0,10.0,1.0,100000.0,['Documentary']
L'Affaire SK1,5.127658,0.0,2015.0833333333333,120.0,7.0,85.0,5290000.0,"['Drama', 'Crime']"
西游记之大圣归来,3.759301,150000000.0,2015.5833333333333,89.0,7.5,58.0,10000000.0,"['Fantasy', 'Animation', 'Comedy']"
The Big Short,13.143061,133346506.0,2016.0,130.0,7.3,2679.0,28000000.0,"['Comedy', 'Drama']"
I Believe in Miracles,0.563543,0.0,2015.8333333333333,104.0,7.9,7.0,768.0,['Documentary']
Uomini contro,0.96872,0.0,1970.75,101.0,7.3,19.0,97.0,"['Drama', 'War']"
The Legend of Bhagat Singh,0.904409,6000000.0,2002.5,155.0,7.2,15.0,3000000.0,"['Drama', 'History']"
Anuvahood,6.231965,0.0,2011.25,88.0,7.4,21.0,1000000.0,"['Comedy', 'Foreign']"
Elaine Stritch: At Liberty,0.089067,0.0,2002.0833333333333,140.0,10.0,1.0,300000.0,"['Comedy', 'Documentary', 'Music']"
Nocturnal Animals,18.908782,29252978.0,2016.9166666666667,116.0,7.2,1990.0,22500000.0,"['Drama', 'Thriller']"
Kung Fu Panda 3,14.696548,521170825.0,2016.0833333333333,95.0,6.7,1630.0,145000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
Bajirao Mastani,4.683689,56000000.0,2016.0,150.0,7.2,71.0,19500000.0,"['War', 'History', 'Romance']"
Aurore,0.825096,0.0,2005.5833333333333,115.0,6.8,14.0,6000000.0,"['Drama', 'Action', 'Foreign']"
Supilinna salaselts,1.278335,0.0,2015.4166666666667,105.0,6.8,8.0,1.0,"['Mystery', 'Family', 'Adventure', 'Fantasy']"
"Montevideo, vidimo se!",0.739684,0.0,2014.0833333333333,141.0,6.6,11.0,5400000.0,"['Adventure', 'Comedy']"
Quo vado?,5.18624,0.0,2016.0833333333333,86.0,6.8,460.0,10000000.0,['Comedy']
Woodlawn,3.216606,14394097.0,2015.8333333333333,123.0,6.8,49.0,12000000.0,['Drama']
Paa,2.03188,0.0,2010.0,133.0,6.6,20.0,3250000.0,"['Drama', 'Family', 'Foreign']"
Wazir,3.571376,9200000.0,2016.0833333333333,102.0,6.7,36.0,5200000.0,"['Thriller', 'Action']"
Mickey,0.211008,8000000.0,1918.6666666666667,93.0,7.5,4.0,250000.0,"['Comedy', 'Drama']"
El desconocido,6.292114,0.0,2015.75,100.0,6.8,111.0,4000000.0,['Thriller']
Batman: Bad Blood,7.714405,0.0,2016.25,72.0,6.8,186.0,3500000.0,"['Action', 'Animation', 'Science Fiction']"
Eddie the Eagle,7.528276,46152411.0,2016.1666666666667,106.0,7.2,682.0,23000000.0,"['Comedy', 'Drama', 'History']"
Airlift,3.376147,32000000.0,2016.0833333333333,126.0,7.3,58.0,4500000.0,"['Thriller', 'Action', 'Drama', 'History']"
Jättiläinen,0.842808,0.0,2016.0833333333333,97.0,7.1,6.0,1200000.0,['Drama']
Alone Yet Not Alone,1.34867,0.0,2013.75,103.0,7.3,3.0,7000000.0,['History']
Kôkaku kidôtai: Stand Alone Complex - Solid State Society,6.548847,0.0,2007.1666666666667,105.0,7.8,77.0,3200000.0,"['Animation', 'Action', 'Thriller', 'Crime', 'Science Fiction']"
Henkesi edestä,0.648791,0.0,2015.1666666666667,93.0,6.8,2.0,2000000.0,"['Thriller', 'Drama']"
Поводир,0.817488,499168.0,2014.9166666666667,120.0,8.6,6.0,722083.0,"['History', 'Drama']"
My All American,2.664286,0.0,2015.9166666666667,118.0,6.8,38.0,20000000.0,['Drama']
Me Before You,34.34759,207945075.0,2016.5,110.0,7.6,2674.0,20000000.0,"['Drama', 'Romance']"
El Abrazo de la Serpiente,5.061041,1320005.0,2015.4166666666667,125.0,7.8,129.0,1400000.0,"['Adventure', 'Drama']"
नीरजा,1.68625,2978994.0,2016.1666666666667,122.0,7.4,44.0,10721568.0,['Drama']
Race,7.979302,24804129.0,2016.1666666666667,134.0,7.0,492.0,5000000.0,"['Action', 'Drama']"
10 Cloverfield Lane,14.421528,108286421.0,2016.25,103.0,6.8,2537.0,15000000.0,"['Thriller', 'Science Fiction', 'Drama']"
Zootopia,26.024868,1023784195.0,2016.1666666666667,108.0,7.7,4961.0,150000000.0,"['Animation', 'Adventure', 'Family', 'Comedy']"
Hannibal Buress: Live From Chicago,1.092819,0.0,2014.25,67.0,7.6,12.0,300000.0,['Comedy']
Bad,1.925278,0.0,1987.6666666666667,17.0,7.6,20.0,2000000.0,['Music']
Michael Jackson's Thriller,17.85649,0.0,1984.0,13.0,8.1,90.0,1100000.0,"['Horror', 'Music']"
Napapiirin sankarit 2,1.167688,0.0,2015.75,87.0,7.2,6.0,1730000.0,['Comedy']
The Boxcar Children,0.929799,0.0,2014.6666666666667,86.0,7.6,7.0,5.0,"['Family', 'Animation', 'Adventure']"
Regular Show: The Movie,2.920392,0.0,2015.75,70.0,7.3,40.0,3000000.0,"['Comedy', 'Animation', 'Science Fiction']"
Doomed! The Untold Story of Roger Corman's The Fantastic Four,0.851054,0.0,2015.5833333333333,85.0,7.8,8.0,50000.0,['Documentary']
Sumas y restas,0.66142,0.0,2004.75,108.0,6.6,5.0,1500000.0,['Drama']
تین بہادر,0.091951,645135.0,2015.4166666666667,94.0,7.5,2.0,143149.0,"['Family', 'Animation', 'Adventure']"
Jaane Tu... Ya Jaane Na,1.970054,11100000.0,2008.5833333333333,155.0,6.7,37.0,2300000.0,"['Drama', 'Comedy', 'Romance']"
Eega,8.615159,19450000.0,2012.5,145.0,6.7,33.0,5990000.0,"['Romance', 'Science Fiction']"
Shuttlecock Boys,0.071618,0.0,2012.6666666666667,76.0,10.0,1.0,70000.0,['Drama']
Palmeras en la nieve,6.818031,0.0,2016.0,163.0,7.3,119.0,10000000.0,['Romance']
Crulic - drumul spre dincolo,1.179559,0.0,2011.8333333333333,73.0,7.3,7.0,292.0,"['Animation', 'Documentary']"
È stato il figlio,0.94537,0.0,2012.75,90.0,6.9,17.0,2100000.0,"['Comedy', 'Crime', 'Drama']"
Girl Asleep,6.235767,0.0,2016.5,77.0,6.9,35.0,1150118.0,"['Fantasy', 'Comedy', 'Drama']"
Lo chiamavano Jeeg Robot,10.649494,0.0,2015.4166666666667,112.0,7.5,575.0,1900000.0,"['Action', 'Drama', 'Comedy', 'Thriller', 'Science Fiction']"
விண்ணைத்தாண்டி வருவாயா,1.036233,12000000.0,2010.1666666666667,157.0,7.7,19.0,3000000.0,"['Drama', 'Romance']"
Ayan,1.937874,18000000.0,2009.3333333333333,162.0,6.7,19.0,3230939.0,"['Action', 'Romance', 'Comedy']"
హ్యాపీ డేస్,0.815203,2640850.0,2007.75,160.0,6.6,5.0,440141.0,['Drama']
Dil Dhadakne Do,2.337434,22000000.0,2015.5,170.0,6.7,43.0,13000000.0,"['Drama', 'Family', 'Romance']"
Eye in the Sky,10.564701,18704595.0,2015.75,102.0,7.2,532.0,13000000.0,"['Drama', 'Thriller', 'War']"
Miracles from Heaven,7.528099,73883359.0,2016.25,117.0,6.8,191.0,16000000.0,['Drama']
Florence Foster Jenkins,10.829116,48902953.0,2016.4166666666667,110.0,6.7,409.0,29000000.0,"['Comedy', 'Drama']"
La Vache,4.199624,0.0,2015.75,91.0,7.1,84.0,5300000.0,"['Drama', 'Comedy']"
